Transport,Vehicle Type,Vehicle Monthly Distance Km,Energy efficiency,Waste Bag Weekly Count,Recycling,Monthly Grocery Bill,Frequency of Traveling by Air,CarbonEmission
public,No Vehicle,948,Yes,5,"['Plastic', 'Metal']",158,never,1560
public,No Vehicle,712,Sometimes,1,"['Glass', 'Metal']",247,never,675
private,electric,3363,Yes,6,"['Plastic', 'Metal']",109,very frequently,2971
walk/bicycle,No Vehicle,49,Sometimes,1,"['Paper', 'Metal']",271,never,1075
walk/bicycle,No Vehicle,11,Sometimes,6,"['Paper', 'Plastic', 'Glass']",294,rarely,1528
private,petrol,9096,Sometimes,2,"['Paper', 'Glass']",87,very frequently,7226
private,diesel,8948,Yes,1,"['Paper', 'Metal']",88,very frequently,3495
walk/bicycle,No Vehicle,43,Yes,2,[],91,rarely,1537
walk/bicycle,No Vehicle,2,No,6,"['Glass', 'Metal']",227,very frequently,3189
private,petrol,9739,No,1,"['Paper', 'Plastic', 'Glass', 'Metal']",246,very frequently,7337
public,No Vehicle,546,Sometimes,5,"['Paper', 'Metal']",162,frequently,2936
public,No Vehicle,1316,Yes,4,"['Plastic', 'Glass', 'Metal']",170,frequently,2344
private,diesel,1212,No,1,"['Paper', 'Plastic', 'Glass', 'Metal']",97,rarely,2097
walk/bicycle,No Vehicle,17,Yes,5,"['Paper', 'Glass', 'Metal']",155,very frequently,2760
private,lpg,7011,Sometimes,2,"['Paper', 'Plastic']",121,never,3131
public,No Vehicle,1056,Yes,1,"['Paper', 'Glass']",294,very frequently,1960
private,electric,7892,No,3,"['Paper', 'Plastic', 'Glass']",202,frequently,2349
public,No Vehicle,657,Yes,2,['Paper'],275,never,1557
walk/bicycle,No Vehicle,40,Sometimes,3,"['Paper', 'Plastic', 'Glass']",289,rarely,919
public,No Vehicle,1191,Sometimes,1,"['Paper', 'Glass', 'Metal']",246,never,952
private,electric,2434,Sometimes,5,"['Paper', 'Plastic']",107,rarely,2057
private,electric,8052,Yes,1,['Plastic'],132,very frequently,2415
private,diesel,740,Sometimes,1,['Glass'],222,frequently,2405
private,lpg,3370,No,2,"['Paper', 'Plastic']",286,rarely,2457
private,petrol,1041,Sometimes,2,"['Paper', 'Plastic']",133,never,1780
private,electric,8941,No,4,"['Paper', 'Plastic']",82,never,1510
private,petrol,8541,Sometimes,4,"['Paper', 'Plastic', 'Metal']",156,frequently,4506
public,No Vehicle,353,No,3,"['Plastic', 'Metal']",172,frequently,2584
walk/bicycle,No Vehicle,65,No,1,"['Paper', 'Plastic']",66,frequently,1563
private,petrol,1904,No,4,"['Paper', 'Plastic']",259,very frequently,4171
private,electric,6819,Yes,4,[],76,frequently,2207
private,lpg,6673,No,4,"['Paper', 'Plastic']",91,never,2679
walk/bicycle,No Vehicle,3,No,4,"['Paper', 'Plastic', 'Glass']",169,never,1213
public,No Vehicle,245,No,4,"['Plastic', 'Glass', 'Metal']",296,frequently,2280
private,diesel,1589,Sometimes,7,"['Glass', 'Metal']",257,rarely,1922
private,petrol,1047,No,7,"['Plastic', 'Glass', 'Metal']",152,never,2605
private,hybrid,269,Yes,6,"['Plastic', 'Glass', 'Metal']",136,rarely,1605
private,petrol,8073,Yes,3,"['Paper', 'Plastic', 'Glass']",148,rarely,4185
walk/bicycle,No Vehicle,60,Sometimes,7,['Plastic'],154,frequently,3221
walk/bicycle,No Vehicle,10,Sometimes,1,"['Paper', 'Plastic', 'Glass']",293,never,412
walk/bicycle,No Vehicle,83,No,4,['Plastic'],238,very frequently,2919
private,petrol,6059,No,2,['Paper'],296,frequently,4078
private,hybrid,7238,No,2,"['Paper', 'Plastic', 'Metal']",73,frequently,2589
private,hybrid,7115,No,4,"['Paper', 'Plastic', 'Glass', 'Metal']",160,rarely,2515
private,electric,8530,Yes,2,"['Paper', 'Metal']",270,very frequently,1948
walk/bicycle,No Vehicle,6,Yes,6,"['Paper', 'Metal']",276,never,2233
private,hybrid,8874,No,4,['Metal'],122,never,2435
public,No Vehicle,762,No,1,[],199,very frequently,2867
public,No Vehicle,263,Yes,2,"['Plastic', 'Glass', 'Metal']",202,never,1554
walk/bicycle,No Vehicle,56,Sometimes,3,"['Plastic', 'Metal']",155,never,976
public,No Vehicle,1218,Yes,2,[],258,never,1846
public,No Vehicle,1190,Yes,4,"['Glass', 'Metal']",94,never,1220
public,No Vehicle,1340,Sometimes,4,"['Plastic', 'Metal']",245,very frequently,2243
public,No Vehicle,419,No,3,"['Plastic', 'Glass']",118,rarely,1792
private,electric,8383,No,4,['Glass'],294,never,1484
walk/bicycle,No Vehicle,51,Sometimes,1,"['Glass', 'Metal']",71,rarely,1292
walk/bicycle,No Vehicle,71,Sometimes,6,"['Plastic', 'Glass', 'Metal']",125,never,1858
private,hybrid,4671,No,6,"['Plastic', 'Glass']",231,very frequently,3571
private,electric,3320,Yes,2,['Metal'],158,very frequently,2599
public,No Vehicle,144,Sometimes,2,"['Paper', 'Plastic', 'Glass']",84,very frequently,2712
public,No Vehicle,865,Yes,1,"['Paper', 'Glass']",224,very frequently,1965
private,lpg,185,Sometimes,1,['Glass'],73,frequently,1349
public,No Vehicle,1059,Yes,5,['Paper'],290,very frequently,3075
public,No Vehicle,1943,Sometimes,7,"['Paper', 'Plastic']",202,never,2465
walk/bicycle,No Vehicle,91,No,1,"['Plastic', 'Glass', 'Metal']",277,never,1309
public,No Vehicle,1214,Yes,2,"['Glass', 'Metal']",286,rarely,1345
public,No Vehicle,421,Yes,7,['Paper'],235,frequently,1869
walk/bicycle,No Vehicle,61,Sometimes,4,"['Plastic', 'Metal']",57,rarely,775
private,petrol,5642,Yes,3,"['Paper', 'Plastic', 'Metal']",247,rarely,3959
private,electric,6428,Yes,1,"['Paper', 'Plastic', 'Glass', 'Metal']",91,very frequently,2333
public,No Vehicle,490,No,3,"['Plastic', 'Glass']",140,rarely,1137
private,electric,1927,Sometimes,2,"['Paper', 'Plastic']",235,never,1599
walk/bicycle,No Vehicle,60,Sometimes,1,['Glass'],52,frequently,1392
private,electric,6181,Yes,7,"['Paper', 'Metal']",66,rarely,1588
public,No Vehicle,1134,No,2,"['Plastic', 'Metal']",109,very frequently,2388
private,diesel,6441,No,3,"['Plastic', 'Glass']",82,rarely,3655
public,No Vehicle,645,Sometimes,1,['Metal'],299,frequently,2369
public,No Vehicle,15,No,7,"['Plastic', 'Glass']",252,never,1344
walk/bicycle,No Vehicle,4,Yes,5,"['Glass', 'Metal']",64,very frequently,1792
walk/bicycle,No Vehicle,53,Sometimes,3,['Plastic'],141,very frequently,3125
public,No Vehicle,1387,Yes,2,"['Paper', 'Glass', 'Metal']",236,frequently,2106
walk/bicycle,No Vehicle,39,Sometimes,1,"['Paper', 'Glass', 'Metal']",57,frequently,1309
private,electric,3002,No,3,['Glass'],232,very frequently,2415
walk/bicycle,No Vehicle,71,No,4,"['Paper', 'Plastic', 'Metal']",203,frequently,2711
private,electric,3175,Sometimes,1,"['Glass', 'Metal']",258,rarely,1290
walk/bicycle,No Vehicle,91,Yes,2,"['Paper', 'Plastic', 'Metal']",179,never,694
walk/bicycle,No Vehicle,50,Sometimes,1,"['Glass', 'Metal']",230,never,910
public,No Vehicle,804,No,2,['Plastic'],112,frequently,2485
private,hybrid,3754,Sometimes,6,"['Glass', 'Metal']",152,rarely,1757
public,No Vehicle,25,Yes,7,"['Paper', 'Metal']",249,very frequently,2153
private,diesel,2635,No,1,"['Glass', 'Metal']",160,never,2031
public,No Vehicle,1427,No,6,['Glass'],56,rarely,1477
walk/bicycle,No Vehicle,73,No,6,"['Paper', 'Plastic', 'Glass']",94,very frequently,2085
walk/bicycle,No Vehicle,88,Sometimes,6,"['Paper', 'Metal']",193,rarely,1210
walk/bicycle,No Vehicle,31,Yes,5,['Metal'],121,rarely,1898
public,No Vehicle,1495,No,4,"['Paper', 'Plastic', 'Glass']",243,frequently,1785
private,petrol,9933,No,3,"['Paper', 'Plastic']",119,frequently,4824
private,hybrid,8869,Yes,6,"['Paper', 'Plastic', 'Glass', 'Metal']",172,frequently,2281
private,petrol,3468,Yes,4,"['Paper', 'Glass', 'Metal']",238,never,2416
public,No Vehicle,916,No,5,['Glass'],166,never,1394
walk/bicycle,No Vehicle,63,No,2,"['Plastic', 'Glass', 'Metal']",79,never,1308
walk/bicycle,No Vehicle,25,Sometimes,1,"['Paper', 'Plastic', 'Metal']",118,never,878
public,No Vehicle,1779,No,1,['Metal'],65,rarely,1293
private,petrol,9759,Yes,6,"['Plastic', 'Glass']",107,frequently,5424
public,No Vehicle,1669,Sometimes,1,[],94,very frequently,2600
walk/bicycle,No Vehicle,2,Sometimes,5,"['Paper', 'Metal']",278,never,1071
public,No Vehicle,1292,No,1,['Glass'],79,frequently,1767
public,No Vehicle,1011,Yes,6,['Metal'],267,frequently,2324
public,No Vehicle,1182,Yes,6,"['Paper', 'Glass', 'Metal']",294,very frequently,3606
public,No Vehicle,982,Yes,2,['Plastic'],166,rarely,1683
private,hybrid,4222,Yes,5,"['Glass', 'Metal']",226,frequently,2262
public,No Vehicle,1065,No,5,"['Paper', 'Plastic']",240,frequently,1942
walk/bicycle,No Vehicle,83,No,6,"['Paper', 'Plastic', 'Glass']",253,very frequently,1860
private,petrol,7598,No,6,[],56,never,4462
walk/bicycle,No Vehicle,9,Sometimes,2,['Glass'],273,very frequently,2031
walk/bicycle,No Vehicle,7,Yes,4,"['Paper', 'Glass', 'Metal']",266,frequently,1546
public,No Vehicle,833,Sometimes,5,[],202,never,1475
private,diesel,4136,No,2,"['Paper', 'Metal']",170,very frequently,4105
walk/bicycle,No Vehicle,20,Yes,5,[],178,never,1405
walk/bicycle,No Vehicle,45,No,4,"['Glass', 'Metal']",297,never,2070
public,No Vehicle,853,No,2,['Plastic'],88,very frequently,2573
private,electric,1388,Sometimes,4,"['Glass', 'Metal']",80,never,1471
public,No Vehicle,718,No,7,"['Paper', 'Metal']",290,very frequently,3427
walk/bicycle,No Vehicle,43,Sometimes,3,"['Paper', 'Glass', 'Metal']",238,rarely,1152
public,No Vehicle,97,Yes,3,"['Plastic', 'Metal']",85,rarely,1165
public,No Vehicle,1149,Sometimes,3,[],136,very frequently,2682
private,lpg,4917,No,7,"['Paper', 'Plastic', 'Glass', 'Metal']",95,never,2634
private,diesel,3038,No,7,['Paper'],213,frequently,2541
walk/bicycle,No Vehicle,16,No,4,"['Paper', 'Plastic', 'Metal']",254,rarely,1160
private,petrol,1657,No,2,"['Plastic', 'Metal']",298,rarely,2431
walk/bicycle,No Vehicle,49,No,5,['Plastic'],126,very frequently,3685
walk/bicycle,No Vehicle,65,Sometimes,6,"['Paper', 'Plastic', 'Glass', 'Metal']",76,frequently,2133
private,petrol,2439,No,3,['Paper'],95,very frequently,2799
public,No Vehicle,205,Sometimes,5,"['Paper', 'Plastic', 'Metal']",233,never,1682
walk/bicycle,No Vehicle,20,No,1,"['Paper', 'Plastic', 'Metal']",168,frequently,1306
walk/bicycle,No Vehicle,86,Sometimes,2,['Paper'],169,very frequently,2006
public,No Vehicle,149,Yes,6,['Paper'],190,frequently,3537
walk/bicycle,No Vehicle,70,Sometimes,1,"['Plastic', 'Metal']",129,very frequently,2993
private,diesel,9151,Yes,7,['Metal'],295,frequently,4359
walk/bicycle,No Vehicle,92,Yes,4,[],188,very frequently,2528
walk/bicycle,No Vehicle,5,Sometimes,2,['Metal'],202,frequently,1851
public,No Vehicle,1295,No,7,"['Plastic', 'Glass']",271,frequently,2388
public,No Vehicle,1475,No,3,"['Paper', 'Metal']",53,never,1409
private,lpg,1197,No,6,"['Plastic', 'Glass', 'Metal']",132,rarely,1890
public,No Vehicle,1467,Sometimes,4,"['Glass', 'Metal']",130,very frequently,3110
private,lpg,1526,Yes,2,['Paper'],121,rarely,1373
private,electric,4621,Sometimes,4,['Glass'],89,never,2029
private,lpg,3953,No,6,['Metal'],175,very frequently,4064
walk/bicycle,No Vehicle,60,Sometimes,1,[],59,never,973
walk/bicycle,No Vehicle,68,Yes,2,"['Paper', 'Glass']",88,frequently,1265
private,electric,2184,No,6,['Glass'],213,rarely,2218
walk/bicycle,No Vehicle,3,Sometimes,5,['Paper'],222,frequently,1727
public,No Vehicle,1707,Sometimes,1,['Metal'],268,frequently,1865
private,diesel,1655,No,6,"['Glass', 'Metal']",115,very frequently,2500
private,diesel,5746,No,7,"['Paper', 'Glass']",294,very frequently,5098
public,No Vehicle,1166,Sometimes,5,['Plastic'],248,rarely,1674
private,hybrid,1844,Yes,7,"['Paper', 'Plastic', 'Glass', 'Metal']",112,very frequently,2011
walk/bicycle,No Vehicle,66,Sometimes,7,['Paper'],100,very frequently,2774
walk/bicycle,No Vehicle,9,Yes,4,"['Plastic', 'Glass']",298,never,1101
private,lpg,8133,No,4,[],243,rarely,4372
public,No Vehicle,1893,Yes,2,"['Plastic', 'Glass']",139,rarely,1686
walk/bicycle,No Vehicle,59,No,7,"['Paper', 'Plastic']",232,very frequently,2361
private,petrol,6388,Sometimes,3,[],170,frequently,4605
public,No Vehicle,678,No,1,"['Paper', 'Glass', 'Metal']",173,frequently,1841
private,diesel,4861,Sometimes,6,"['Plastic', 'Glass']",151,frequently,3459
private,electric,1098,Yes,6,['Paper'],220,rarely,1352
private,diesel,8031,No,1,"['Paper', 'Plastic']",287,rarely,3340
private,lpg,3597,Yes,6,"['Paper', 'Plastic', 'Glass', 'Metal']",254,very frequently,2906
walk/bicycle,No Vehicle,27,No,5,[],204,rarely,1443
private,petrol,2019,Yes,5,"['Paper', 'Plastic', 'Metal']",114,very frequently,2624
private,electric,4880,No,1,[],118,rarely,1513
public,No Vehicle,494,No,4,['Paper'],221,never,1141
public,No Vehicle,787,No,4,"['Paper', 'Plastic', 'Metal']",93,rarely,1745
walk/bicycle,No Vehicle,24,Yes,1,['Plastic'],159,never,940
public,No Vehicle,1529,Sometimes,2,"['Paper', 'Plastic']",204,frequently,2056
public,No Vehicle,1088,No,5,['Plastic'],272,very frequently,2814
public,No Vehicle,966,Sometimes,2,[],214,very frequently,3006
private,lpg,6691,Yes,5,"['Paper', 'Plastic', 'Glass', 'Metal']",262,frequently,4065
walk/bicycle,No Vehicle,49,Sometimes,7,['Glass'],227,very frequently,3159
public,No Vehicle,539,No,2,['Paper'],241,very frequently,2978
private,lpg,2411,Sometimes,7,['Glass'],74,never,2292
private,electric,5689,Sometimes,7,"['Glass', 'Metal']",116,never,2253
public,No Vehicle,421,Sometimes,7,['Metal'],162,frequently,2108
private,electric,625,Sometimes,1,['Paper'],217,rarely,1605
walk/bicycle,No Vehicle,63,No,7,['Metal'],269,frequently,2450
walk/bicycle,No Vehicle,15,No,7,"['Plastic', 'Glass', 'Metal']",63,very frequently,2691
public,No Vehicle,1986,Yes,2,"['Paper', 'Glass']",194,frequently,2713
walk/bicycle,No Vehicle,37,Sometimes,5,['Metal'],245,very frequently,3370
public,No Vehicle,1824,No,7,"['Paper', 'Glass']",106,never,1440
private,electric,3102,No,3,"['Glass', 'Metal']",88,rarely,1637
walk/bicycle,No Vehicle,6,Yes,1,"['Plastic', 'Glass']",193,never,876
walk/bicycle,No Vehicle,98,Yes,7,"['Paper', 'Metal']",265,rarely,1973
public,No Vehicle,723,No,6,"['Paper', 'Glass']",82,very frequently,2925
public,No Vehicle,1763,Yes,4,"['Paper', 'Plastic', 'Metal']",54,rarely,1157
walk/bicycle,No Vehicle,79,Yes,7,"['Paper', 'Plastic', 'Metal']",119,frequently,2249
private,lpg,8769,No,2,[],88,never,3406
public,No Vehicle,1979,Sometimes,1,"['Paper', 'Plastic', 'Metal']",156,never,1478
walk/bicycle,No Vehicle,48,No,2,"['Plastic', 'Glass']",228,frequently,2503
private,diesel,8909,Yes,4,['Metal'],266,rarely,3272
public,No Vehicle,1657,No,5,[],101,never,1791
walk/bicycle,No Vehicle,54,Yes,3,"['Glass', 'Metal']",128,rarely,1751
walk/bicycle,No Vehicle,45,Yes,5,"['Paper', 'Plastic']",296,never,1718
public,No Vehicle,1016,No,4,['Paper'],108,frequently,1963
private,petrol,1999,Sometimes,3,"['Paper', 'Glass']",294,very frequently,4741
public,No Vehicle,712,No,6,"['Paper', 'Plastic', 'Glass', 'Metal']",68,rarely,1323
public,No Vehicle,1779,Sometimes,3,"['Paper', 'Plastic', 'Glass', 'Metal']",126,never,921
private,diesel,3215,Sometimes,6,['Paper'],65,never,1636
public,No Vehicle,1624,No,3,['Plastic'],118,never,1473
public,No Vehicle,553,No,4,['Metal'],110,very frequently,3007
walk/bicycle,No Vehicle,93,Yes,6,"['Paper', 'Plastic', 'Metal']",203,very frequently,3500
walk/bicycle,No Vehicle,66,Yes,1,['Plastic'],185,frequently,2496
public,No Vehicle,1582,No,7,"['Plastic', 'Glass', 'Metal']",67,rarely,1352
private,petrol,7233,Yes,6,"['Paper', 'Plastic', 'Metal']",149,rarely,3764
private,diesel,1188,No,5,"['Paper', 'Glass']",183,rarely,1102
public,No Vehicle,1544,No,6,"['Paper', 'Plastic', 'Glass', 'Metal']",298,frequently,2337
public,No Vehicle,1045,Yes,2,"['Paper', 'Metal']",274,rarely,1341
private,lpg,9368,Yes,4,['Metal'],119,frequently,4656
walk/bicycle,No Vehicle,95,Sometimes,4,"['Plastic', 'Metal']",104,rarely,1372
public,No Vehicle,1105,No,2,"['Paper', 'Plastic', 'Glass']",92,rarely,1074
walk/bicycle,No Vehicle,89,No,6,"['Paper', 'Glass']",134,frequently,2047
private,hybrid,7827,No,2,['Metal'],144,frequently,3630
walk/bicycle,No Vehicle,23,Sometimes,5,"['Plastic', 'Glass']",291,rarely,2358
private,lpg,1300,Yes,5,"['Paper', 'Plastic']",159,very frequently,3423
public,No Vehicle,810,Yes,3,"['Paper', 'Glass', 'Metal']",110,never,851
walk/bicycle,No Vehicle,25,No,3,"['Paper', 'Plastic', 'Metal']",130,frequently,1628
walk/bicycle,No Vehicle,62,Yes,5,"['Glass', 'Metal']",56,frequently,1641
public,No Vehicle,1634,No,4,['Metal'],133,rarely,2032
private,hybrid,8366,Yes,6,"['Paper', 'Glass']",261,frequently,3287
private,diesel,9901,Sometimes,1,"['Paper', 'Plastic', 'Glass']",149,rarely,4765
public,No Vehicle,57,No,6,['Plastic'],285,rarely,2233
private,lpg,9662,No,2,['Paper'],50,never,3314
private,electric,4009,Sometimes,7,"['Paper', 'Plastic']",116,frequently,1937
public,No Vehicle,1877,No,6,"['Paper', 'Plastic']",178,never,1487
walk/bicycle,No Vehicle,20,No,6,['Plastic'],88,frequently,1458
private,electric,3438,Sometimes,6,"['Plastic', 'Metal']",117,frequently,1669
walk/bicycle,No Vehicle,95,No,2,['Paper'],195,never,819
walk/bicycle,No Vehicle,68,Yes,6,"['Paper', 'Plastic', 'Glass']",73,frequently,1155
public,No Vehicle,801,Yes,3,"['Plastic', 'Metal']",187,never,942
walk/bicycle,No Vehicle,61,Sometimes,3,"['Paper', 'Glass', 'Metal']",241,never,710
private,petrol,343,No,1,"['Plastic', 'Glass']",280,frequently,2200
walk/bicycle,No Vehicle,64,No,7,[],182,frequently,2206
public,No Vehicle,1656,Sometimes,6,['Glass'],112,frequently,2497
walk/bicycle,No Vehicle,92,No,1,"['Plastic', 'Metal']",299,very frequently,2387
public,No Vehicle,1062,No,2,"['Paper', 'Plastic', 'Glass']",67,never,535
public,No Vehicle,1292,No,6,['Metal'],70,rarely,1922
walk/bicycle,No Vehicle,10,Yes,4,"['Paper', 'Plastic', 'Glass', 'Metal']",58,frequently,1778
walk/bicycle,No Vehicle,78,No,4,['Glass'],51,rarely,1854
walk/bicycle,No Vehicle,74,Sometimes,2,"['Paper', 'Plastic']",175,frequently,2168
public,No Vehicle,1342,Sometimes,6,[],164,very frequently,2304
walk/bicycle,No Vehicle,19,Sometimes,7,"['Plastic', 'Glass']",117,never,1657
walk/bicycle,No Vehicle,66,Sometimes,1,['Glass'],159,rarely,1125
private,hybrid,7585,No,5,"['Paper', 'Metal']",67,never,2428
private,electric,1762,Sometimes,7,"['Paper', 'Plastic', 'Metal']",234,never,1685
walk/bicycle,No Vehicle,53,No,6,"['Paper', 'Plastic']",97,frequently,1831
walk/bicycle,No Vehicle,14,Yes,1,"['Paper', 'Plastic']",172,very frequently,3052
public,No Vehicle,931,Yes,7,"['Paper', 'Glass']",94,frequently,1725
public,No Vehicle,149,Sometimes,4,"['Plastic', 'Glass']",228,very frequently,3152
walk/bicycle,No Vehicle,25,Yes,3,['Plastic'],60,rarely,1067
private,hybrid,1952,Sometimes,2,"['Paper', 'Plastic', 'Glass']",143,rarely,1497
private,hybrid,932,Sometimes,6,['Glass'],134,very frequently,2669
private,hybrid,2924,Yes,2,"['Paper', 'Plastic', 'Glass']",97,very frequently,2423
walk/bicycle,No Vehicle,29,Sometimes,1,"['Paper', 'Plastic']",160,rarely,648
public,No Vehicle,1574,No,6,"['Plastic', 'Metal']",162,rarely,2335
walk/bicycle,No Vehicle,77,Sometimes,6,"['Plastic', 'Glass', 'Metal']",176,very frequently,1787
walk/bicycle,No Vehicle,62,Sometimes,6,[],281,frequently,2485
private,diesel,1884,Sometimes,4,['Paper'],275,never,1886
public,No Vehicle,452,Yes,7,['Metal'],109,rarely,1666
public,No Vehicle,1584,No,1,['Plastic'],267,never,1439
public,No Vehicle,1887,Yes,3,['Metal'],72,never,907
walk/bicycle,No Vehicle,30,Sometimes,4,['Paper'],237,rarely,1253
private,lpg,7506,Sometimes,5,"['Paper', 'Metal']",164,frequently,5533
public,No Vehicle,719,No,3,['Metal'],180,very frequently,1935
private,electric,2671,Sometimes,2,"['Paper', 'Glass', 'Metal']",65,rarely,1487
walk/bicycle,No Vehicle,89,Sometimes,3,[],104,rarely,1541
public,No Vehicle,401,Yes,6,[],86,rarely,2092
walk/bicycle,No Vehicle,58,No,4,"['Glass', 'Metal']",284,very frequently,2638
walk/bicycle,No Vehicle,56,No,4,"['Paper', 'Plastic', 'Metal']",207,very frequently,2504
walk/bicycle,No Vehicle,7,No,4,"['Plastic', 'Glass', 'Metal']",92,never,1115
private,diesel,2570,No,4,"['Paper', 'Plastic', 'Metal']",112,rarely,1283
public,No Vehicle,900,No,3,[],152,very frequently,2590
private,hybrid,3439,No,1,"['Paper', 'Glass', 'Metal']",298,rarely,2464
walk/bicycle,No Vehicle,2,No,2,"['Paper', 'Glass']",189,very frequently,3015
public,No Vehicle,1492,Yes,6,"['Paper', 'Glass', 'Metal']",270,never,1144
public,No Vehicle,39,No,3,"['Paper', 'Plastic', 'Glass', 'Metal']",139,very frequently,2351
walk/bicycle,No Vehicle,30,Sometimes,7,"['Paper', 'Plastic', 'Metal']",186,rarely,1689
private,hybrid,4799,Yes,1,"['Paper', 'Plastic', 'Glass', 'Metal']",74,frequently,1732
walk/bicycle,No Vehicle,51,Sometimes,3,"['Plastic', 'Metal']",205,rarely,1733
walk/bicycle,No Vehicle,38,No,7,"['Glass', 'Metal']",246,rarely,1305
public,No Vehicle,919,No,1,['Plastic'],277,never,1941
walk/bicycle,No Vehicle,53,Sometimes,1,"['Paper', 'Plastic', 'Glass']",184,never,996
public,No Vehicle,1324,Sometimes,6,['Metal'],58,rarely,1921
public,No Vehicle,988,Sometimes,5,['Paper'],90,never,1916
walk/bicycle,No Vehicle,33,Yes,4,"['Plastic', 'Glass', 'Metal']",51,frequently,2183
public,No Vehicle,303,No,4,"['Plastic', 'Glass', 'Metal']",94,very frequently,2315
walk/bicycle,No Vehicle,74,No,7,"['Glass', 'Metal']",182,very frequently,2917
private,electric,8747,Sometimes,5,"['Paper', 'Plastic']",136,rarely,1511
public,No Vehicle,1146,Yes,4,['Paper'],264,never,1248
private,electric,71,Yes,5,['Glass'],164,very frequently,2899
